team_no	attempt_no	turn_no	utterance_no	start	end	subject	verb	object	instructions	pending_instructions	matching
8	1	17	-1	766.607	766.607	R	shows	point_front gesture	[]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None))]	[]
8	1	17	-1	766.696	766.696	R	says	by the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.	[]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None))]	[]
8	2	17	304	767.065	776.794	R	says	by the way , you guys now also have a button on the bottom of the screen in the abstract view for comparing solutions .	[]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None))]	[]
8	2	17	305	777.383	778.047	A	says	okay .	[]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None))]	[]
8	2	17	-1	778.844	778.844	B	presses	compare (enabled)	[]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None))]	[]
8	2	17	306	778.995	779.362	B	says	here ?	[]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None))]	[]
8	2	17	307	779.730	781.461	A	says	so who starts ?	[]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None))]	[]
8	2	17	-1	781.627	781.627	B	presses	compare (enabled)	[]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None))]	[]
8	2	17	308	782.065	782.480	B	says	you .	[]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None))]	[]
8	2	17	309	783.405	783.915	A	says	okay .	[]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None))]	[]
8	2	17	-1	783.460	783.460	B	presses	compare (enabled)	[]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None))]	[]
8	2	17	310	784.306	785.574	A	says	which one should we do ?	[]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None))]	[]
8	2	17	-1	784.594	784.594	B	presses	compare (enabled)	[]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None))]	[]
8	2	17	311	786.061	787.756	A	says	should we start with the side now ?	[]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None))]	[]
8	2	17	312	788.681	791.265	B	says	let's just start with mount , neuchatel .	[ADD(7, None)]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None))]	[INSTRUCT_B(ADD(7, None))]
8	2	17	313	791.550	792.344	A	says	mount , what ?	[]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None))]	[]
8	2	17	314	792.332	792.996	B	says	neuchatel .	[ADD(7, None)]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None))]	[INSTRUCT_B(ADD(7, None))]
8	2	17	315	793.110	793.738	A	says	okay .	[]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None))]	[]
8	2	17	316	794.461	795.256	A	says	go where ?	[]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None))]	[]
8	2	17	317	794.553	795.291	B	says	middle .	[]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None))]	[]
8	2	17	318	795.837	797.876	A	says	should i go to mount montreux ?	[ADD(6, None)]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(6, None))]	[INSTRUCT_A(ADD(6, None))]
8	2	17	319	798.444	799.854	B	says	sure , just do it .	[]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(6, None))]	[]
8	2	17	320	800.068	802.071	A	says	for downwards .	[]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(6, None))]	[]
8	2	17	321	800.613	805.156	B	says	i think our problem was mounts interlaken and mount bern .	[ADD(5, 3)]	[INSTRUCT_A(ADD(3, None)), INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(3, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(6, None)), INSTRUCT_B(ADD(5, 3))]	[INSTRUCT_B(ADD(5, 3))]
8	2	17	-1	800.795	800.795	A	adds	Montreux-Neuchatel (6-7)	[]	[INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(6, None))]	[DO_A(ADD(6, 7)), MATCH_A(INSTRUCT_B(ADD(7, None)))]
8	2	17	322	805.132	805.998	A	says	exactly .	[]	[INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(6, None))]	[]
8	2	17	323	806.187	809.625	A	says	now should i do from mount neuchatel to mount basel ?	[ADD(7, 0)]	[INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(6, None)), INSTRUCT_A(ADD(7, 0))]	[INSTRUCT_A(ADD(7, 0))]
8	2	17	324	810.372	810.976	B	says	no .	[]	[INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(6, None)), INSTRUCT_A(ADD(7, 0))]	[]
8	2	17	325	811.190	811.877	B	says	do mount	[]	[INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(6, None)), INSTRUCT_A(ADD(7, 0))]	[]
8	2	17	326	811.626	813.285	A	says	look	[]	[INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(6, None)), INSTRUCT_A(ADD(7, 0))]	[]
8	2	17	327	812.266	814.340	B	says	through to interlaken maybe .	[ADD(5, None)]	[INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(6, None)), INSTRUCT_A(ADD(7, 0)), INSTRUCT_B(ADD(5, None))]	[INSTRUCT_B(ADD(5, None))]
8	2	17	328	814.992	818.169	B	says	because we did interlaken at the last , so maybe if we do it before .	[ADD(5, None)]	[INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(6, None)), INSTRUCT_A(ADD(7, 0)), INSTRUCT_B(ADD(5, None)), INSTRUCT_B(ADD(5, None))]	[INSTRUCT_B(ADD(5, None))]
8	2	17	329	815.644	816.403	A	says	oh yeah .	[]	[INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(6, None)), INSTRUCT_A(ADD(7, 0)), INSTRUCT_B(ADD(5, None)), INSTRUCT_B(ADD(5, None))]	[]
8	2	17	330	819.384	820.732	A	says	this one here ?	[]	[INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(6, None)), INSTRUCT_A(ADD(7, 0)), INSTRUCT_B(ADD(5, None)), INSTRUCT_B(ADD(5, None))]	[]
8	2	17	331	821.032	823.758	B	says	yeah mount turn to interlaken .	[ADD(5, None)]	[INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(6, None)), INSTRUCT_A(ADD(7, 0)), INSTRUCT_B(ADD(5, None)), INSTRUCT_B(ADD(5, None)), INSTRUCT_B(ADD(5, None))]	[INSTRUCT_B(ADD(5, None))]
8	2	17	332	824.057	828.162	A	says	wait so i'm doing mount montreux to interlaken ?	[ADD(6, 5)]	[INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(6, None)), INSTRUCT_A(ADD(7, 0)), INSTRUCT_B(ADD(5, None)), INSTRUCT_B(ADD(5, None)), INSTRUCT_B(ADD(5, None)), INSTRUCT_A(ADD(6, 5))]	[INSTRUCT_A(ADD(6, 5))]
8	2	17	333	827.742	828.431	B	says	yeah .	[]	[INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(6, None)), INSTRUCT_A(ADD(7, 0)), INSTRUCT_B(ADD(5, None)), INSTRUCT_B(ADD(5, None)), INSTRUCT_B(ADD(5, None)), INSTRUCT_A(ADD(6, 5))]	[]
8	2	17	334	828.251	828.851	A	says	okay .	[]	[INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(6, None)), INSTRUCT_A(ADD(7, 0)), INSTRUCT_B(ADD(5, None)), INSTRUCT_B(ADD(5, None)), INSTRUCT_B(ADD(5, None)), INSTRUCT_A(ADD(6, 5))]	[]
8	2	17	335	829.120	830.348	A	says	it's your turn .	[]	[INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(6, None)), INSTRUCT_A(ADD(7, 0)), INSTRUCT_B(ADD(5, None)), INSTRUCT_B(ADD(5, None)), INSTRUCT_B(ADD(5, None)), INSTRUCT_A(ADD(6, 5))]	[]
8	2	17	336	829.495	829.872	B	says	because it's	[]	[INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_B(ADD(1, None)), INSTRUCT_A(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(6, None)), INSTRUCT_A(ADD(7, 0)), INSTRUCT_B(ADD(5, None)), INSTRUCT_B(ADD(5, None)), INSTRUCT_B(ADD(5, None)), INSTRUCT_A(ADD(6, 5))]	[]
8	2	17	-1	829.514	829.514	A	adds	Interlaken-Montreux (5-6)	[]	[INSTRUCT_B(ADD(3, 1)), INSTRUCT_A(ADD(7, 0))]	[DO_A(ADD(5, 6)), MATCH_A(INSTRUCT_B(ADD(5, None)))]
8	2	18	337	830.139	832.565	B	says	it's not it's at 4 francs , oh jesus .	[]	[]	[]
8	2	18	338	832.938	834.862	B	says	it's expensive here .	[]	[]	[]
8	2	18	339	835.417	839.224	A	says	oh i never knew that this was what it's , oh now i get it .	[]	[]	[]
8	2	18	340	839.523	840.272	A	says	yeah .	[]	[]	[]
8	2	18	341	839.817	841.201	B	says	i'm going to mount bern .	[ADD(3, None)]	[INSTRUCT_B(ADD(3, None))]	[INSTRUCT_B(ADD(3, None))]
8	2	18	342	841.810	844.496	A	says	okay , go to mount bern from mount interlaken .	[ADD(3, 5)]	[INSTRUCT_B(ADD(3, None)), INSTRUCT_A(ADD(3, 5))]	[INSTRUCT_A(ADD(3, 5))]
8	2	18	343	841.841	842.219	B	says	okay .	[]	[INSTRUCT_B(ADD(3, None)), INSTRUCT_A(ADD(3, 5))]	[]
8	2	18	-1	843.344	843.344	B	adds	Interlaken-Bern (5-3)	[]	[]	[DO_B(ADD(5, 3)), MATCH_B(INSTRUCT_A(ADD(3, 5)))]
8	2	18	344	845.095	845.904	A	says	4 francs !	[]	[]	[]
8	2	18	345	846.443	846.953	B	says	okay .	[]	[]	[]
8	2	18	346	847.042	848.181	A	says	we've already got	[]	[]	[]
8	2	18	347	848.480	849.080	B	says	3 .	[]	[]	[]
8	2	18	348	849.529	850.428	B	says	tracky , wait .	[]	[]	[]
8	2	18	349	850.817	852.045	A	says	no we have	[]	[]	[]
8	2	18	350	852.137	854.294	B	says	ok now so what if i went	[]	[]	[]
8	2	18	351	853.395	856.420	A	says	you have 12 francs right you've already spended 12 .	[]	[]	[]
8	2	18	-1	854.137	854.137	B	adds	Basel-Neuchatel (0-7)	[]	[]	[DO_B(ADD(0, 7)), NONMATCH_B(DO_B(ADD(0, 7)))]
8	2	19	352	855.471	856.100	B	says	your turn .	[]	[]	[]
8	2	19	353	857.469	860.135	A	says	um	[]	[]	[]
8	2	19	354	860.525	862.801	A	says	what about mount bern to mount luzern ?	[ADD(3, 1)]	[INSTRUCT_A(ADD(3, 1))]	[INSTRUCT_A(ADD(3, 1))]
8	2	19	355	870.760	874.324	A	says	mount bern to mount luzern .	[ADD(3, 1)]	[INSTRUCT_A(ADD(3, 1)), INSTRUCT_A(ADD(3, 1))]	[INSTRUCT_A(ADD(3, 1))]
8	2	19	356	872.048	874.265	B	says	no do mount basel to mount zurich .	[ADD(0, 2)]	[INSTRUCT_A(ADD(3, 1)), INSTRUCT_A(ADD(3, 1)), INSTRUCT_B(ADD(0, 2))]	[INSTRUCT_B(ADD(0, 2))]
8	2	19	357	875.354	879.860	A	says	oh yeah that's right , now mount zurich to mount luzern .	[ADD(2, 1)]	[INSTRUCT_A(ADD(3, 1)), INSTRUCT_A(ADD(3, 1)), INSTRUCT_B(ADD(0, 2)), INSTRUCT_A(ADD(2, 1))]	[INSTRUCT_A(ADD(2, 1))]
8	2	19	-1	876.883	876.883	A	adds	Basel-Zurich (0-2)	[]	[INSTRUCT_A(ADD(3, 1)), INSTRUCT_A(ADD(3, 1)), INSTRUCT_A(ADD(2, 1))]	[DO_A(ADD(0, 2)), MATCH_A(INSTRUCT_B(ADD(0, 2)))]
8	2	19	358	879.067	879.918	B	says	luzern .	[ADD(1, None)]	[INSTRUCT_A(ADD(3, 1)), INSTRUCT_A(ADD(3, 1)), INSTRUCT_A(ADD(2, 1)), INSTRUCT_B(ADD(1, None))]	[INSTRUCT_B(ADD(1, None))]
8	2	19	359	879.860	880.536	A	says	yeah .	[]	[INSTRUCT_A(ADD(3, 1)), INSTRUCT_A(ADD(3, 1)), INSTRUCT_A(ADD(2, 1)), INSTRUCT_B(ADD(1, None))]	[]
8	2	19	-1	881.359	881.359	A	adds	Luzern-Zurich (1-2)	[]	[]	[DO_A(ADD(1, 2)), MATCH_A(INSTRUCT_B(ADD(1, None)))]
8	2	20	360	881.692	882.413	A	says	now it's your turn .	[]	[]	[]
8	2	20	361	881.842	882.663	B	says	yes , okay .	[]	[]	[]
8	2	20	362	883.023	884.714	B	says	we've got this , this time .	[]	[]	[]
8	2	20	363	883.951	886.318	A	says	oh we spending a lot money .	[]	[]	[]
8	2	20	-1	884.060	884.060	B	adds	Luzern-Zermatt (1-4)	[]	[]	[DO_B(ADD(1, 4)), NONMATCH_B(DO_B(ADD(1, 4)))]
8	2	20	364	886.917	887.636	B	says	no we're not .	[]	[]	[]
8	2	20	-1	887.552	887.552	B	adds	Zermatt-Davos (4-9)	[]	[]	[DO_B(ADD(4, 9)), NONMATCH_B(DO_B(ADD(4, 9)))]
8	2	21	365	887.606	888.833	A	says	yes we are .	[]	[]	[]
8	2	21	366	888.698	889.836	B	says	okay your turn .	[]	[]	[]
8	2	21	367	889.716	890.795	A	says	oh mount	[]	[]	[]
8	2	21	368	890.076	890.974	B	says	we only have	[]	[]	[]
8	2	21	369	891.244	891.993	B	says	one more	[]	[]	[]
8	2	21	370	892.742	893.581	B	says	basically .	[]	[]	[]
8	2	21	371	892.772	893.670	A	says	two more .	[]	[]	[]
8	2	21	372	893.973	894.408	B	says	yeah !	[]	[]	[]
8	2	21	373	894.722	896.205	B	says	and we'll have 9 francs .	[]	[]	[]
8	2	21	374	896.819	897.283	B	says	10 .	[]	[]	[]
8	2	21	375	898.152	898.736	B	says	we'd do it .	[]	[]	[]
8	2	21	376	899.374	904.826	A	says	okay so now , i go to mount from mount davos to mount gallen .	[ADD(9, 8)]	[INSTRUCT_A(ADD(9, 8))]	[INSTRUCT_A(ADD(9, 8))]
8	2	21	377	904.235	904.886	B	says	gallen do it .	[ADD(8, None)]	[INSTRUCT_A(ADD(9, 8)), INSTRUCT_B(ADD(8, None))]	[INSTRUCT_B(ADD(8, None))]
8	2	21	378	905.988	908.609	A	says	and now to , from mount	[]	[INSTRUCT_A(ADD(9, 8)), INSTRUCT_B(ADD(8, None))]	[]
8	2	21	-1	905.995	905.995	A	adds	Gallen-Davos (8-9)	[]	[]	[DO_A(ADD(8, 9)), MATCH_A(INSTRUCT_B(ADD(8, None)))]
8	2	21	379	906.932	908.594	B	says	ready submit no submit .	[]	[]	[]
8	2	21	380	909.313	910.392	A	says	no because we are	[]	[]	[]
8	2	21	381	909.763	910.225	B	says	yeah !	[]	[]	[]
8	2	21	382	912.255	912.776	B	says	yeah .	[]	[]	[]
8	2	21	383	913.196	914.514	A	says	okay submit .	[]	[]	[]
8	2	21	384	913.660	914.544	B	says	ready , set .	[]	[]	[]
8	2	21	-1	914.526	914.526	A	presses	submit (enabled)	[]	[]	[]
8	2	21	-1	915.577	915.577	B	presses	submit (enabled)	[]	[]	[]
8	2	21	-1	915.621	915.621	T	submits	cost=29 (opt_cost=22)	[]	[]	[]
8	2	21	-1	916.122	916.122	R	shows	talking emotion	[]	[]	[]
8	2	21	-1	916.123	916.123	R	shows	up_left gesture	[]	[]	[]
8	2	21	-1	916.223	916.223	R	says	you are away from the minimum by 7 francs. let's try again.	[]	[]	[]
8	3	21	385	916.596	922.334	R	says	you are away from the minimum by 7 francs let's try again .	[]	[]	[]
8	3	21	386	920.528	921.696	A	says	7 francs .	[]	[]	[]
8	3	21	387	923.643	926.834	B	says	wait i don't get what we're doing wrong , 7 francs .	[]	[]	[]
8	3	21	388	932.442	935.318	A	says	okay let's try again .	[]	[]	[]
8	3	21	389	933.700	935.962	B	says	wait but i don't get it with the francs .	[]	[]	[]
8	3	21	390	936.291	937.699	B	says	we spent too much francs ?	[]	[]	[]
8	3	21	391	937.789	939.781	A	says	how many francs can you spend ?	[]	[]	[]
8	3	21	392	940.321	947.201	I	says	so that's something that so the robot tells you that you are away from the minimum by	[]	[]	[]
8	3	21	393	947.753	948.547	A	says	wait so we	[]	[]	[]
8	3	21	394	949.011	949.865	A	says	what ?	[]	[]	[]
8	3	21	395	950.000	951.692	A	says	six minus something .	[]	[]	[]
8	3	21	396	952.568	961.001	I	says	no you're away from the minimum by 7 so you are spending 7 more than you are required to , so try to reduce .	[]	[]	[]
8	3	21	397	952.609	953.852	B	says	six .	[]	[]	[]
8	3	21	398	965.009	967.033	A	says	okay um , which one should i do ?	[]	[]	[]
8	3	21	399	967.665	970.430	A	says	what about mount montreux to mount zermatt ?	[ADD(6, 4)]	[INSTRUCT_A(ADD(6, 4))]	[INSTRUCT_A(ADD(6, 4))]
8	3	21	400	970.730	974.729	B	says	wait one second we are supposed to spend more than 7 francs ?	[]	[INSTRUCT_A(ADD(6, 4))]	[]
8	3	21	401	974.431	976.349	A	says	less than seven no wait no .	[]	[INSTRUCT_A(ADD(6, 4))]	[]
8	3	21	402	976.199	985.297	I	says	7 less francs , because the robot told you are 7 away from the minimum amount you should spend .	[]	[INSTRUCT_A(ADD(6, 4))]	[]
8	3	21	403	983.284	984.797	B	says	so we can spend more ?	[]	[INSTRUCT_A(ADD(6, 4))]	[]
8	3	21	404	983.284	984.841	A	says	oh !	[]	[INSTRUCT_A(ADD(6, 4))]	[]
8	3	21	405	986.153	987.975	A	says	no , we have to spend less .	[]	[INSTRUCT_A(ADD(6, 4))]	[]
8	3	21	406	990.746	991.315	B	says	spend less .	[]	[INSTRUCT_A(ADD(6, 4))]	[]
8	3	21	407	991.912	995.688	A	says	okay what about mount montreux to mount zermatt ?	[ADD(6, 4)]	[INSTRUCT_A(ADD(6, 4)), INSTRUCT_A(ADD(6, 4))]	[INSTRUCT_A(ADD(6, 4))]
8	3	21	-1	994.176	994.176	B	presses	compare (enabled)	[]	[INSTRUCT_A(ADD(6, 4)), INSTRUCT_A(ADD(6, 4))]	[]
8	3	21	-1	996.574	996.574	B	presses	compare (enabled)	[]	[INSTRUCT_A(ADD(6, 4)), INSTRUCT_A(ADD(6, 4))]	[]
8	3	21	408	997.948	998.697	B	says	zermatt ?	[ADD(4, None)]	[INSTRUCT_A(ADD(6, 4)), INSTRUCT_A(ADD(6, 4)), INSTRUCT_B(ADD(4, None))]	[INSTRUCT_B(ADD(4, None))]
