team_no	attempt_no	turn_no	utterance_no	start	end	subject	verb	object	nodes	instructions	acts	pending_suggests
18	4	17	-1	1359.001	1359.001	A	adds	Zermatt-Montreux (4-6)	[]	[]	[DO_A(ADD(4, 6)), ACCEPT_A(SUGGEST_B(ADD(6, 4)))]	[]
18	4	17	221	1360.556	1362.060	A	says	and next one ?	[]	[]	[]	[]
18	4	17	222	1363.171	1367.526	B	says	um mount zermatt to mount davos .	[4, 9]	[ADD(4, 9)]	[SUGGEST_B(ADD(4, 9))]	[SUGGEST_B(ADD(4, 9))]
18	4	17	223	1368.211	1368.922	A	says	davos ?	[9]	[ADD(9, None)]	[SUGGEST_A(ADD(9, None))]	[SUGGEST_B(ADD(4, 9)), SUGGEST_A(ADD(9, None))]
18	4	17	224	1369.797	1370.711	A	says	yes .	[]	[]	[]	[SUGGEST_B(ADD(4, 9)), SUGGEST_A(ADD(9, None))]
18	4	17	-1	1369.877	1369.877	A	adds	Zermatt-Davos (4-9)	[]	[]	[DO_A(ADD(4, 9)), ACCEPT_A(SUGGEST_B(ADD(4, 9)))]	[]
18	4	17	225	1371.020	1373.434	B	says	okay , and davos	[9]	[ADD(9, None)]	[SUGGEST_B(ADD(9, None))]	[SUGGEST_B(ADD(9, None))]
18	4	17	226	1372.303	1373.560	A	says	and	[]	[]	[]	[SUGGEST_B(ADD(9, None))]
18	4	17	227	1374.336	1375.980	B	says	to mount gallen	[8]	[ADD(8, None)]	[SUGGEST_B(ADD(8, None))]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(8, None))]
18	4	17	228	1374.783	1379.474	A	says	mount luzern to mount zurich ?	[1, 2]	[ADD(1, 2)]	[SUGGEST_A(ADD(1, 2))]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(8, None)), SUGGEST_A(ADD(1, 2))]
18	4	18	-1	1375.994	1375.994	B	adds	Gallen-Davos (8-9)	[]	[]	[DO_B(ADD(8, 9)), FREE_B(DO_B(ADD(8, 9)))]	[]
18	4	18	229	1379.994	1381.784	B	says	mount zurich oh wait .	[2]	[ADD(2, None)]	[SUGGEST_B(ADD(2, None))]	[SUGGEST_B(ADD(2, None))]
18	4	18	230	1383.718	1384.698	B	says	um how do i	[]	[]	[]	[SUGGEST_B(ADD(2, None))]
18	4	18	231	1385.540	1386.178	B	says	do it ?	[]	[]	[]	[SUGGEST_B(ADD(2, None))]
18	4	18	232	1390.034	1393.612	I	says	...	[]	[]	[]	[SUGGEST_B(ADD(2, None))]
18	4	18	233	1396.658	1398.257	B	says	uh like this ?	[]	[]	[]	[SUGGEST_B(ADD(2, None))]
18	4	18	-1	1397.840	1397.840	B	adds	Zurich-Gallen (2-8)	[]	[]	[DO_B(ADD(2, 8)), FREE_B(DO_B(ADD(2, 8)))]	[SUGGEST_B(ADD(2, None))]
18	4	18	234	1400.100	1401.396	B	says	and then i	[]	[]	[]	[SUGGEST_B(ADD(2, None))]
18	4	18	235	1400.942	1401.718	A	says	no like	[]	[]	[]	[SUGGEST_B(ADD(2, None))]
18	4	18	236	1401.889	1404.639	B	says	zurich to luzern .	[2, 1]	[ADD(2, 1)]	[SUGGEST_B(ADD(2, 1))]	[SUGGEST_B(ADD(2, None)), SUGGEST_B(ADD(2, 1))]
18	4	18	237	1405.191	1407.296	B	says	try zurich to luzern .	[2, 1]	[ADD(2, 1)]	[SUGGEST_B(ADD(2, 1))]	[SUGGEST_B(ADD(2, None)), SUGGEST_B(ADD(2, 1)), SUGGEST_B(ADD(2, 1))]
18	4	19	-1	1405.708	1405.708	A	adds	Luzern-Zurich (1-2)	[]	[]	[DO_A(ADD(1, 2)), FREE_A(DO_A(ADD(1, 2)))]	[]
18	4	19	238	1406.372	1408.277	A	says	and how much does it cost ?	[]	[]	[]	[]
18	4	19	239	1407.586	1408.145	B	says	2 .	[]	[]	[]	[]
18	4	19	240	1414.244	1415.494	B	says	to the mount what ?	[]	[]	[]	[]
18	4	19	241	1425.775	1427.229	A	says	how much does it cost ?	[]	[]	[]	[]
18	4	19	242	1427.637	1428.703	B	says	um 3 .	[]	[]	[]	[]
18	4	19	-1	1429.913	1429.913	A	adds	Zurich-Bern (2-3)	[]	[]	[DO_A(ADD(2, 3)), FREE_A(DO_A(ADD(2, 3)))]	[]
18	4	20	-1	1434.563	1434.563	B	adds	Basel-Bern (0-3)	[]	[]	[DO_B(ADD(0, 3)), FREE_B(DO_B(ADD(0, 3)))]	[]
18	4	20	243	1439.144	1442.499	B	says	and anything else ?	[]	[]	[]	[]
18	4	20	244	1442.841	1443.814	A	says	um	[]	[]	[]	[]
18	4	20	-1	1445.737	1445.737	B	adds	Interlaken-Neuchatel (5-7)	[]	[]	[DO_B(ADD(5, 7)), FREE_B(DO_B(ADD(5, 7)))]	[]
18	4	20	245	1449.696	1451.347	A	says	so i think we are done .	[]	[]	[]	[]
18	4	20	246	1453.406	1454.169	B	says	yeah sure .	[]	[]	[]	[]
18	4	21	-1	1455.071	1455.071	A	presses	submit (enabled)	[]	[]	[]	[]
18	4	21	-1	1455.319	1455.319	B	presses	submit (enabled)	[]	[]	[]	[]
18	4	21	-1	1455.676	1455.676	T	submits	cost=27 (opt_cost=22)	[]	[]	[]	[]
18	4	21	-1	1456.283	1456.283	A	presses	submit (enabled)	[]	[]	[]	[]
18	4	21	-1	1456.376	1456.376	R	shows	talking emotion	[]	[]	[]	[]
18	4	21	-1	1456.379	1456.379	R	shows	up_left gesture	[]	[]	[]	[]
18	4	21	-1	1456.500	1456.500	R	says	you are away from the minimum by 5 francs. let's try again.	[]	[]	[]	[]
18	4	21	247	1456.506	1462.101	R	says	...	[]	[]	[]	[]
18	4	21	248	1462.186	1463.857	A	says	5 francs .	[]	[]	[]	[]
18	4	21	249	1463.679	1465.771	B	says	um okay so	[]	[]	[]	[]
18	4	21	250	1466.962	1468.600	A	says	what can i do ?	[]	[]	[]	[]
18	4	21	251	1467.383	1469.291	B	says	go from	[]	[]	[]	[]
18	5	21	-1	1469.922	1469.922	B	presses	compare (enabled)	[]	[]	[]	[]
18	5	21	252	1471.134	1475.627	B	says	um mount montreux to mount zermatt .	[6, 4]	[ADD(6, 4)]	[SUGGEST_B(ADD(6, 4))]	[SUGGEST_B(ADD(6, 4))]
18	5	21	-1	1476.567	1476.567	A	adds	Zermatt-Montreux (4-6)	[]	[]	[DO_A(ADD(4, 6)), ACCEPT_A(SUGGEST_B(ADD(6, 4)))]	[]
18	5	21	253	1478.403	1479.607	A	says	and	[]	[]	[]	[]
18	5	21	254	1482.252	1485.411	A	says	that cost 2 francs .	[]	[]	[]	[]
18	5	21	255	1485.133	1485.551	B	says	yeah .	[]	[]	[]	[]
18	5	21	256	1485.918	1486.968	B	says	and then	[]	[]	[]	[]
18	5	21	257	1487.864	1490.985	B	says	mount montreux to mount	[6]	[ADD(6, None)]	[SUGGEST_B(ADD(6, None))]	[SUGGEST_B(ADD(6, None))]
18	5	21	258	1491.794	1493.314	B	says	neuchatel ?	[7]	[ADD(7, None)]	[SUGGEST_B(ADD(7, None))]	[SUGGEST_B(ADD(6, None)), SUGGEST_B(ADD(7, None))]
18	5	21	259	1494.687	1496.707	A	says	neuchatel .	[7]	[ADD(7, None)]	[SUGGEST_A(ADD(7, None))]	[SUGGEST_B(ADD(6, None)), SUGGEST_B(ADD(7, None)), SUGGEST_A(ADD(7, None))]
18	5	21	260	1499.248	1502.714	A	says	oh neuchatel to the	[7]	[ADD(7, None)]	[SUGGEST_A(ADD(7, None))]	[SUGGEST_B(ADD(6, None)), SUGGEST_B(ADD(7, None)), SUGGEST_A(ADD(7, None)), SUGGEST_A(ADD(7, None))]
18	5	21	261	1505.212	1506.776	B	says	so um	[]	[]	[]	[SUGGEST_B(ADD(6, None)), SUGGEST_B(ADD(7, None)), SUGGEST_A(ADD(7, None)), SUGGEST_A(ADD(7, None))]
18	5	21	262	1509.023	1509.809	B	says	mount	[]	[]	[]	[SUGGEST_B(ADD(6, None)), SUGGEST_B(ADD(7, None)), SUGGEST_A(ADD(7, None)), SUGGEST_A(ADD(7, None))]
18	5	21	-1	1509.627	1509.627	A	adds	Montreux-Neuchatel (6-7)	[]	[]	[DO_A(ADD(6, 7)), ACCEPT_A(SUGGEST_B(ADD(7, None)))]	[]
18	5	21	263	1510.183	1510.448	B	says	okay .	[]	[]	[]	[]
18	5	21	264	1510.800	1511.432	B	says	um	[]	[]	[]	[]
18	5	21	265	1511.865	1515.515	A	says	okay and , mount davos ?	[9]	[ADD(9, None)]	[SUGGEST_A(ADD(9, None))]	[SUGGEST_A(ADD(9, None))]
18	5	21	266	1513.981	1514.605	B	says	yeah ?	[]	[]	[]	[SUGGEST_A(ADD(9, None))]
18	5	21	267	1516.617	1518.490	A	says	to the mount gallen ?	[8]	[ADD(8, None)]	[SUGGEST_A(ADD(8, None))]	[SUGGEST_A(ADD(9, None)), SUGGEST_A(ADD(8, None))]
18	5	21	268	1521.465	1523.117	A	says	mount gallen ?	[8]	[ADD(8, None)]	[SUGGEST_A(ADD(8, None))]	[SUGGEST_A(ADD(9, None)), SUGGEST_A(ADD(8, None)), SUGGEST_A(ADD(8, None))]
18	5	21	269	1523.682	1525.276	B	says	mount gallen .	[8]	[ADD(8, None)]	[SUGGEST_B(ADD(8, None))]	[SUGGEST_A(ADD(9, None)), SUGGEST_A(ADD(8, None)), SUGGEST_A(ADD(8, None)), SUGGEST_B(ADD(8, None))]
18	5	21	270	1524.343	1526.906	A	says	to the mount davos ?	[9]	[ADD(9, None)]	[SUGGEST_A(ADD(9, None))]	[SUGGEST_A(ADD(9, None)), SUGGEST_A(ADD(8, None)), SUGGEST_A(ADD(8, None)), SUGGEST_B(ADD(8, None)), SUGGEST_A(ADD(9, None))]
18	5	21	271	1527.376	1528.081	B	says	mount	[]	[]	[]	[SUGGEST_A(ADD(9, None)), SUGGEST_A(ADD(8, None)), SUGGEST_A(ADD(8, None)), SUGGEST_B(ADD(8, None)), SUGGEST_A(ADD(9, None))]
18	5	21	272	1528.742	1535.058	B	says	saint gallen oh wait we can only do it with the ones that are connected ?	[8]	[ADD(8, None)]	[SUGGEST_B(ADD(8, None))]	[SUGGEST_A(ADD(9, None)), SUGGEST_A(ADD(8, None)), SUGGEST_A(ADD(8, None)), SUGGEST_B(ADD(8, None)), SUGGEST_A(ADD(9, None)), SUGGEST_B(ADD(8, None))]
18	5	21	273	1535.286	1536.659	A	says	yes it's connected .	[]	[]	[]	[SUGGEST_A(ADD(9, None)), SUGGEST_A(ADD(8, None)), SUGGEST_A(ADD(8, None)), SUGGEST_B(ADD(8, None)), SUGGEST_A(ADD(9, None)), SUGGEST_B(ADD(8, None))]
18	5	21	274	1535.697	1538.414	B	says	how much does this cost ?	[]	[]	[]	[SUGGEST_A(ADD(9, None)), SUGGEST_A(ADD(8, None)), SUGGEST_A(ADD(8, None)), SUGGEST_B(ADD(8, None)), SUGGEST_A(ADD(9, None)), SUGGEST_B(ADD(8, None))]
18	5	22	-1	1536.420	1536.420	B	adds	Zermatt-Davos (4-9)	[]	[]	[DO_B(ADD(4, 9)), FREE_B(DO_B(ADD(4, 9)))]	[]
18	5	22	275	1537.629	1539.391	A	says	2 and 2 .	[]	[]	[]	[]
18	5	22	276	1540.765	1543.548	B	says	2 , and then , i go here .	[]	[]	[]	[]
18	5	22	277	1542.028	1544.628	A	says	mount davos to , yes .	[9]	[ADD(9, None)]	[SUGGEST_A(ADD(9, None))]	[SUGGEST_A(ADD(9, None))]
18	5	22	-1	1543.843	1543.843	B	adds	Gallen-Davos (8-9)	[]	[]	[DO_B(ADD(8, 9)), ACCEPT_B(SUGGEST_A(ADD(9, None)))]	[]
18	5	22	278	1544.870	1545.362	B	says	okay .	[]	[]	[]	[]
18	5	22	279	1545.325	1546.486	A	says	and it's your turn .	[]	[]	[]	[]
18	5	22	280	1547.125	1550.694	B	says	then saint gallen to zurich .	[8, 2]	[ADD(8, 2)]	[SUGGEST_B(ADD(8, 2))]	[SUGGEST_B(ADD(8, 2))]
18	5	22	281	1551.656	1552.699	A	says	zurich ?	[2]	[ADD(2, None)]	[SUGGEST_A(ADD(2, None))]	[SUGGEST_B(ADD(8, 2)), SUGGEST_A(ADD(2, None))]
18	5	23	-1	1552.247	1552.247	A	adds	Zurich-Gallen (2-8)	[]	[]	[DO_A(ADD(2, 8)), FREE_A(DO_A(ADD(2, 8)))]	[]
18	5	23	282	1553.169	1555.989	B	says	and mount zurich to mount basel .	[2, 0]	[ADD(2, 0)]	[SUGGEST_B(ADD(2, 0))]	[SUGGEST_B(ADD(2, 0))]
18	5	23	283	1556.356	1558.001	A	says	how much does it cost ?	[]	[]	[]	[SUGGEST_B(ADD(2, 0))]
18	5	23	284	1561.842	1562.613	B	says	um	[]	[]	[]	[SUGGEST_B(ADD(2, 0))]
18	5	23	-1	1563.819	1563.819	A	adds	Basel-Zurich (0-2)	[]	[]	[DO_A(ADD(0, 2)), ACCEPT_A(SUGGEST_B(ADD(2, 0)))]	[]
18	5	23	285	1564.237	1565.456	B	says	try 5 .	[]	[]	[]	[]
18	5	23	286	1565.728	1569.877	B	says	so it costs 5 and then let's to like this ?	[]	[]	[]	[]
18	5	23	287	1565.845	1566.851	A	says	5 ?	[]	[]	[]	[]
18	5	23	288	1567.740	1570.626	A	says	so wait can you erase that ?	[]	[]	[]	[]
18	5	24	-1	1568.988	1568.988	B	adds	Basel-Neuchatel (0-7)	[]	[]	[DO_B(ADD(0, 7)), FREE_B(DO_B(ADD(0, 7)))]	[]
18	5	24	289	1571.272	1573.189	A	says	the mount basel to the	[0]	[ADD(0, None)]	[SUGGEST_A(ADD(0, None))]	[SUGGEST_A(ADD(0, None))]
18	5	24	-1	1572.822	1572.822	B	adds	Zurich-Bern (2-3)	[]	[]	[DO_B(ADD(2, 3)), REJECT_B(SUGGEST_A(ADD(0, None)))]	[]
18	5	24	290	1573.932	1574.997	B	says	and then	[]	[]	[]	[]
18	5	24	291	1575.121	1579.858	A	says	wait um mount zurich to the mount basel can i erase it ?	[2, 0]	[ADD(2, 0)]	[SUGGEST_A(ADD(2, 0))]	[SUGGEST_A(ADD(2, 0))]
18	5	24	292	1580.299	1582.142	A	says	because it costs 5 .	[]	[]	[]	[SUGGEST_A(ADD(2, 0))]
18	5	24	293	1582.120	1584.741	B	says	yeah it cost a bit too much yeah sure .	[]	[]	[]	[SUGGEST_A(ADD(2, 0))]
18	5	25	-1	1583.677	1583.677	A	removes	Basel-Zurich (0-2)	[]	[]	[DO_A(REMOVE(0, 2)), FREE_A(DO_A(REMOVE(0, 2)))]	[]
18	5	25	294	1585.344	1586.012	B	says	and	[]	[]	[]	[]
18	5	25	295	1586.467	1587.415	A	says	and	[]	[]	[]	[]
18	5	25	296	1588.018	1591.263	B	says	now mount bern to mount	[3]	[ADD(3, None)]	[SUGGEST_B(ADD(3, None))]	[SUGGEST_B(ADD(3, None))]
18	5	25	297	1590.691	1592.710	I	says	...	[]	[]	[]	[SUGGEST_B(ADD(3, None))]
18	5	25	298	1592.769	1594.157	B	says	mount basel	[0]	[ADD(0, None)]	[SUGGEST_B(ADD(0, None))]	[SUGGEST_B(ADD(3, None)), SUGGEST_B(ADD(0, None))]
18	5	25	299	1594.634	1596.448	A	says	mount basel	[0]	[ADD(0, None)]	[SUGGEST_A(ADD(0, None))]	[SUGGEST_B(ADD(3, None)), SUGGEST_B(ADD(0, None)), SUGGEST_A(ADD(0, None))]
18	5	25	300	1597.536	1599.519	B	says	the highest one .	[]	[]	[]	[SUGGEST_B(ADD(3, None)), SUGGEST_B(ADD(0, None)), SUGGEST_A(ADD(0, None))]
18	5	25	301	1599.827	1600.701	A	says	to the	[]	[]	[]	[SUGGEST_B(ADD(3, None)), SUGGEST_B(ADD(0, None)), SUGGEST_A(ADD(0, None))]
18	5	25	302	1601.053	1603.484	B	says	to the mount um okay and then	[]	[]	[]	[SUGGEST_B(ADD(3, None)), SUGGEST_B(ADD(0, None)), SUGGEST_A(ADD(0, None))]
18	5	25	-1	1601.183	1601.183	A	adds	Basel-Bern (0-3)	[]	[]	[DO_A(ADD(0, 3)), ACCEPT_A(SUGGEST_B(ADD(0, None)))]	[]
18	5	25	303	1604.094	1606.069	B	says	let's go like this .	[]	[]	[]	[]
18	5	25	304	1605.195	1605.878	A	says	and	[]	[]	[]	[]
18	5	26	-1	1605.842	1605.842	B	adds	Interlaken-Bern (5-3)	[]	[]	[DO_B(ADD(5, 3)), FREE_B(DO_B(ADD(5, 3)))]	[]
18	5	26	305	1606.862	1608.375	A	says	no wait .	[]	[]	[]	[]
18	5	26	306	1608.823	1610.094	B	says	and like this .	[]	[]	[]	[]
18	5	26	307	1609.249	1611.173	A	says	wait .	[]	[]	[]	[]
18	5	26	-1	1609.697	1609.697	B	adds	Luzern-Bern (1-3)	[]	[]	[DO_B(ADD(1, 3)), FREE_B(DO_B(ADD(1, 3)))]	[]
18	5	26	308	1614.097	1616.058	B	says	let's see how much are this	[]	[]	[]	[]
18	5	26	309	1617.365	1618.841	B	says	um let's see	[]	[]	[]	[]
18	5	26	310	1618.966	1620.427	A	says	wait , bob ?	[]	[]	[]	[]
18	5	26	311	1620.971	1622.623	B	says	are you finished ?	[]	[]	[]	[]
18	5	26	312	1623.739	1626.839	B	says	because i think that is good .	[]	[]	[]	[]
18	5	26	313	1627.566	1634.256	A	says	if we erase how much does it cost mount zurich to the mount gallen ?	[2, 8]	[REMOVE(2, 8)]	[SUGGEST_A(REMOVE(2, 8))]	[SUGGEST_A(REMOVE(2, 8))]
18	5	26	314	1634.557	1636.804	B	says	mount zurich to mount gallen 3 .	[2, 8]	[ADD(2, 8)]	[SUGGEST_B(ADD(2, 8))]	[SUGGEST_A(REMOVE(2, 8)), SUGGEST_B(ADD(2, 8))]
18	5	26	315	1637.995	1643.003	A	says	and how much does it cost mount luzern to the mount zermatt ?	[1, 4]	[ADD(1, 4)]	[SUGGEST_A(ADD(1, 4))]	[SUGGEST_A(REMOVE(2, 8)), SUGGEST_B(ADD(2, 8)), SUGGEST_A(ADD(1, 4))]
18	5	26	316	1643.231	1649.429	B	says	luzern to zermatt what we haven't connected	[1, 4]	[ADD(1, 4)]	[SUGGEST_B(ADD(1, 4))]	[SUGGEST_A(REMOVE(2, 8)), SUGGEST_B(ADD(2, 8)), SUGGEST_A(ADD(1, 4)), SUGGEST_B(ADD(1, 4))]
18	5	26	317	1649.732	1654.776	A	says	yes so we can you can we press the , button on the right .	[]	[]	[]	[SUGGEST_A(REMOVE(2, 8)), SUGGEST_B(ADD(2, 8)), SUGGEST_A(ADD(1, 4)), SUGGEST_B(ADD(1, 4))]
18	5	26	318	1652.183	1652.925	B	says	luzern .	[1]	[ADD(1, None)]	[SUGGEST_B(ADD(1, None))]	[SUGGEST_A(REMOVE(2, 8)), SUGGEST_B(ADD(2, 8)), SUGGEST_A(ADD(1, 4)), SUGGEST_B(ADD(1, 4)), SUGGEST_B(ADD(1, None))]
18	5	26	319	1655.643	1658.485	B	says	wait uh we haven't connected luzern to zermatt .	[1, 4]	[ADD(1, 4)]	[SUGGEST_B(ADD(1, 4))]	[SUGGEST_A(REMOVE(2, 8)), SUGGEST_B(ADD(2, 8)), SUGGEST_A(ADD(1, 4)), SUGGEST_B(ADD(1, 4)), SUGGEST_B(ADD(1, None)), SUGGEST_B(ADD(1, 4))]
18	5	26	320	1657.882	1658.529	A	says	yes .	[]	[]	[]	[SUGGEST_A(REMOVE(2, 8)), SUGGEST_B(ADD(2, 8)), SUGGEST_A(ADD(1, 4)), SUGGEST_B(ADD(1, 4)), SUGGEST_B(ADD(1, None)), SUGGEST_B(ADD(1, 4))]
18	5	26	321	1659.410	1661.055	A	says	so press the	[]	[]	[]	[SUGGEST_A(REMOVE(2, 8)), SUGGEST_B(ADD(2, 8)), SUGGEST_A(ADD(1, 4)), SUGGEST_B(ADD(1, 4)), SUGGEST_B(ADD(1, None)), SUGGEST_B(ADD(1, 4))]
18	5	26	322	1661.166	1664.162	B	says	but i can't see that .	[]	[]	[]	[SUGGEST_A(REMOVE(2, 8)), SUGGEST_B(ADD(2, 8)), SUGGEST_A(ADD(1, 4)), SUGGEST_B(ADD(1, 4)), SUGGEST_B(ADD(1, None)), SUGGEST_B(ADD(1, 4))]
18	5	26	323	1664.199	1667.041	A	says	press the button that	[]	[]	[]	[SUGGEST_A(REMOVE(2, 8)), SUGGEST_B(ADD(2, 8)), SUGGEST_A(ADD(1, 4)), SUGGEST_B(ADD(1, 4)), SUGGEST_B(ADD(1, None)), SUGGEST_B(ADD(1, 4))]
18	5	26	324	1665.389	1669.956	I	says	...	[]	[]	[]	[SUGGEST_A(REMOVE(2, 8)), SUGGEST_B(ADD(2, 8)), SUGGEST_A(ADD(1, 4)), SUGGEST_B(ADD(1, 4)), SUGGEST_B(ADD(1, None)), SUGGEST_B(ADD(1, 4))]
18	5	27	-1	1668.802	1668.802	B	presses	previous (enabled)	[]	[]	[]	[]
18	5	27	325	1669.942	1674.238	A	says	and you can see the how much does it cost .	[]	[]	[]	[]
18	5	27	326	1673.078	1674.569	B	says	oh 3 .	[]	[]	[]	[]
18	5	27	327	1676.515	1679.834	A	says	so i think we can erase	[]	[]	[]	[]
18	5	27	328	1681.296	1681.971	A	says	the	[]	[]	[]	[]
18	5	27	329	1682.463	1684.762	A	says	mount zurich to mount bern .	[2, 3]	[ADD(2, 3)]	[SUGGEST_A(ADD(2, 3))]	[SUGGEST_A(ADD(2, 3))]
18	5	27	330	1685.658	1687.303	B	says	mount zurich to mount bern .	[2, 3]	[ADD(2, 3)]	[SUGGEST_B(ADD(2, 3))]	[SUGGEST_A(ADD(2, 3)), SUGGEST_B(ADD(2, 3))]
18	5	27	331	1688.633	1693.399	B	says	uh isn't already mount zurich to mount bern isn't it connected ?	[2, 3]	[ADD(2, 3)]	[SUGGEST_B(ADD(2, 3))]	[SUGGEST_A(ADD(2, 3)), SUGGEST_B(ADD(2, 3)), SUGGEST_B(ADD(2, 3))]
18	5	27	332	1694.361	1695.235	A	says	yes .	[]	[]	[]	[SUGGEST_A(ADD(2, 3)), SUGGEST_B(ADD(2, 3)), SUGGEST_B(ADD(2, 3))]
18	5	27	333	1696.300	1696.998	B	says	yeah .	[]	[]	[]	[SUGGEST_A(ADD(2, 3)), SUGGEST_B(ADD(2, 3)), SUGGEST_B(ADD(2, 3))]
18	5	27	334	1697.475	1701.690	A	says	so , we need to do it minimum .	[]	[]	[]	[SUGGEST_A(ADD(2, 3)), SUGGEST_B(ADD(2, 3)), SUGGEST_B(ADD(2, 3))]
18	5	27	335	1702.638	1703.144	B	says	i	[]	[]	[]	[SUGGEST_A(ADD(2, 3)), SUGGEST_B(ADD(2, 3)), SUGGEST_B(ADD(2, 3))]
18	5	27	336	1721.858	1724.090	B	says	wait uh zurich to mount	[2]	[ADD(2, None)]	[SUGGEST_B(ADD(2, None))]	[SUGGEST_A(ADD(2, 3)), SUGGEST_B(ADD(2, 3)), SUGGEST_B(ADD(2, 3)), SUGGEST_B(ADD(2, None))]
18	5	27	337	1724.817	1725.904	B	says	wait , try	[]	[]	[]	[SUGGEST_A(ADD(2, 3)), SUGGEST_B(ADD(2, 3)), SUGGEST_B(ADD(2, 3)), SUGGEST_B(ADD(2, None))]
18	5	27	338	1727.197	1730.186	B	says	mount zurich to mount basel and then	[2, 0]	[ADD(2, 0)]	[SUGGEST_B(ADD(2, 0))]	[SUGGEST_A(ADD(2, 3)), SUGGEST_B(ADD(2, 3)), SUGGEST_B(ADD(2, 3)), SUGGEST_B(ADD(2, None)), SUGGEST_B(ADD(2, 0))]
18	5	27	339	1729.048	1730.766	A	says	no you can see it .	[]	[]	[]	[SUGGEST_A(ADD(2, 3)), SUGGEST_B(ADD(2, 3)), SUGGEST_B(ADD(2, 3)), SUGGEST_B(ADD(2, None)), SUGGEST_B(ADD(2, 0))]
18	5	27	340	1731.310	1733.057	A	says	in the bottom of the right .	[]	[]	[]	[SUGGEST_A(ADD(2, 3)), SUGGEST_B(ADD(2, 3)), SUGGEST_B(ADD(2, 3)), SUGGEST_B(ADD(2, None)), SUGGEST_B(ADD(2, 0))]
18	5	27	341	1733.168	1736.281	B	says	but i , i have an idea , so erase	[]	[]	[]	[SUGGEST_A(ADD(2, 3)), SUGGEST_B(ADD(2, 3)), SUGGEST_B(ADD(2, 3)), SUGGEST_B(ADD(2, None)), SUGGEST_B(ADD(2, 0))]
18	5	27	342	1736.862	1737.303	B	says	um	[]	[]	[]	[SUGGEST_A(ADD(2, 3)), SUGGEST_B(ADD(2, 3)), SUGGEST_B(ADD(2, 3)), SUGGEST_B(ADD(2, None)), SUGGEST_B(ADD(2, 0))]
18	5	27	343	1737.912	1743.186	B	says	mount bern to mount basel and mount bern to mount zurich .	[3, 0, 3, 2]	[ADD(3, 0), ADD(3, 2)]	[SUGGEST_B(ADD(3, 0)), SUGGEST_B(ADD(3, 2))]	[SUGGEST_A(ADD(2, 3)), SUGGEST_B(ADD(2, 3)), SUGGEST_B(ADD(2, 3)), SUGGEST_B(ADD(2, None)), SUGGEST_B(ADD(2, 0)), SUGGEST_B(ADD(3, 0)), SUGGEST_B(ADD(3, 2))]
18	5	27	344	1745.785	1746.211	A	says	here ?	[]	[]	[]	[SUGGEST_A(ADD(2, 3)), SUGGEST_B(ADD(2, 3)), SUGGEST_B(ADD(2, 3)), SUGGEST_B(ADD(2, None)), SUGGEST_B(ADD(2, 0)), SUGGEST_B(ADD(3, 0)), SUGGEST_B(ADD(3, 2))]
18	5	27	-1	1747.086	1747.086	A	removes	Zurich-Bern (2-3)	[]	[]	[DO_A(REMOVE(2, 3)), REJECT_A(SUGGEST_B(ADD(3, 2)))]	[SUGGEST_B(ADD(2, 0)), SUGGEST_B(ADD(3, 0))]
18	5	27	345	1748.392	1749.516	A	says	is this right ?	[]	[]	[]	[SUGGEST_B(ADD(2, 0)), SUGGEST_B(ADD(3, 0))]
18	5	27	346	1750.133	1750.867	B	says	yeah .	[]	[]	[]	[SUGGEST_B(ADD(2, 0)), SUGGEST_B(ADD(3, 0))]
18	5	27	347	1750.875	1752.028	A	says	and	[]	[]	[]	[SUGGEST_B(ADD(2, 0)), SUGGEST_B(ADD(3, 0))]
18	5	27	348	1751.396	1754.165	B	says	uh and then mount bern to mount basel .	[3, 0]	[ADD(3, 0)]	[SUGGEST_B(ADD(3, 0))]	[SUGGEST_B(ADD(2, 0)), SUGGEST_B(ADD(3, 0)), SUGGEST_B(ADD(3, 0))]
18	5	27	349	1754.473	1756.537	A	says	mount bern .	[3]	[ADD(3, None)]	[SUGGEST_A(ADD(3, None))]	[SUGGEST_B(ADD(2, 0)), SUGGEST_B(ADD(3, 0)), SUGGEST_B(ADD(3, 0)), SUGGEST_A(ADD(3, None))]
18	5	27	350	1760.445	1761.840	A	says	it's connected .	[]	[]	[]	[SUGGEST_B(ADD(2, 0)), SUGGEST_B(ADD(3, 0)), SUGGEST_B(ADD(3, 0)), SUGGEST_A(ADD(3, None))]
18	5	27	351	1762.464	1763.551	B	says	but um erase it .	[]	[]	[]	[SUGGEST_B(ADD(2, 0)), SUGGEST_B(ADD(3, 0)), SUGGEST_B(ADD(3, 0)), SUGGEST_A(ADD(3, None))]
18	5	27	352	1763.933	1764.594	A	says	okay .	[]	[]	[]	[SUGGEST_B(ADD(2, 0)), SUGGEST_B(ADD(3, 0)), SUGGEST_B(ADD(3, 0)), SUGGEST_A(ADD(3, None))]
18	5	27	353	1773.811	1784.798	I	says	...	[]	[]	[]	[SUGGEST_B(ADD(2, 0)), SUGGEST_B(ADD(3, 0)), SUGGEST_B(ADD(3, 0)), SUGGEST_A(ADD(3, None))]
