team_no	attempt_no	turn_no	utterance_no	start	end	subject	verb	object
11	11	65	-1	1518.887	1518.887	A	presses	previous (enabled)
11	11	65	538	1519.475	1520.180	A	says	no .
11	11	65	-1	1519.893	1519.893	A	presses	compare (enabled)
11	11	65	-1	1519.938	1519.938	A	presses	next (enabled)
11	11	65	539	1520.338	1520.897	B	says	just do it .
11	11	65	540	1521.213	1522.015	B	says	come on submit .
11	11	65	541	1521.420	1522.270	A	says	wait .
11	11	65	542	1522.785	1523.709	A	says	how many are we at ?
11	11	65	543	1524.231	1525.702	B	says	i think we're at i don't know .
11	11	65	544	1525.884	1527.160	A	says	you can look at it look !
11	11	65	545	1527.112	1530.396	B	says	no because you are in a different position than me , i can't see it .
11	11	65	546	1531.308	1532.633	B	says	because i still have one more move .
11	11	65	547	1532.450	1533.666	A	says	okay so wait .
11	11	65	548	1533.897	1537.774	A	says	um mount basel to zurich that makes it 6 .
11	11	65	549	1538.589	1540.449	A	says	7 8
11	11	65	550	1539.598	1540.643	B	says	let's just try to submit .
11	11	65	551	1540.940	1546.470	A	says	9 10 11 12 13 , 14 15 16 , 17 18 we're at 18 .
11	11	65	552	1547.057	1547.385	A	says	wait .
11	11	65	553	1547.579	1548.965	A	says	no
11	11	65	554	1547.749	1551.955	I	says	so you have like one minute left , yeah .
11	11	65	555	1550.192	1551.918	A	says	4 5 6 7
11	11	65	556	1550.229	1550.715	B	says	okay .
11	11	65	557	1552.745	1559.089	A	says	8 9 10 , 11 12 13 , 14 15 16 17 18 19 20 21 22
11	11	65	558	1559.563	1560.426	A	says	we're at 22 .
11	11	65	559	1561.143	1561.860	B	says	then submit .
11	11	65	-1	1562.232	1562.232	A	presses	submit (enabled)
11	11	65	-1	1562.692	1562.692	T	submits	cost=25 (opt_cost=22)
11	11	65	-1	1563.065	1563.065	R	shows	talking emotion
11	11	65	-1	1563.120	1563.120	R	shows	up_left gesture
11	11	65	-1	1563.145	1563.145	B	presses	submit (enabled)
11	11	65	-1	1563.217	1563.217	R	says	you are not that far from the minimum; the difference is only 3 francs. i am sure you can do it.
11	11	65	560	1563.392	1571.814	R	says	you are not that far from the minimum the difference is only 9 francs i am sure you can do it .
11	11	65	561	1568.739	1569.068	B	says	what ?
11	11	65	562	1569.201	1570.368	A	says	3 francs ?
11	11	65	563	1572.640	1573.041	A	says	4 .
11	11	65	564	1572.864	1573.831	B	says	time's up .
11	11	65	565	1575.362	1575.849	A	says	okay .
11	12	65	-1	1576.593	1576.593	A	presses	compare (enabled)
11	12	65	-1	1577.215	1577.215	B	adds	Luzern-Zurich (1-2)
11	12	65	-1	1577.574	1577.574	A	presses	previous (enabled)
11	12	65	-1	1578.082	1578.082	B	adds	Luzern-Bern (1-3)
11	12	65	566	1579.146	1580.508	A	says	okay , my turn .
11	12	66	-1	1580.427	1580.427	A	presses	help (enabled)
11	12	66	-1	1581.213	1581.213	B	presses	previous (enabled)
11	12	66	-1	1583.001	1583.001	B	presses	previous (enabled)
11	12	66	-1	1583.588	1583.588	B	presses	previous (enabled)
11	12	66	-1	1584.117	1584.117	B	presses	previous (enabled)
11	12	66	-1	1584.438	1584.438	A	presses	submit (disabled)
11	12	66	-1	1584.806	1584.806	B	presses	previous (enabled)
11	12	66	-1	1585.417	1585.417	B	presses	previous (enabled)
11	12	66	-1	1586.006	1586.006	B	presses	previous (enabled)
